name,score
Baker’s Farm,0.5731501743474525
Bakibli,0.42546087902802243
Bakiedou,0.8883832594824806
Bakiemei,0.7263182929946669
Bakiteboya River,0.44925109031223165
Bakla,0.24033115776477965
Baklo Town,0.9618000476592269
Bako Bea,0.4809450328887963
Bakohn,0.8365901603755734
Bakohnbli,0.526567094706981
Bakohnbli,0.7499041328052214
Bakohn Town,0.08829483326630305
Bakoi Town,0.9243744314619866
Bakonbli,0.869555657673315
Baku Creek,0.8950638664450419
Bakuma,0.849682650684445
Bakun,0.5904166488845759
Bakuoima,0.13762254213616743
Bala,0.05710054790072905
Balabli,0.05464503659316999
Balagwalazu,0.1807261146916751
Balaisua,0.5471880299246843
Balaja,0.9705333202612575
Balaja Creek,0.5692844775556898
Balaka,0.675302184113446
Balaka,0.04402089815377486
Balakowa,0.1451149463100242
Balalahun,0.8338115194195628
Balalahun,0.9326191148153024
Balama,0.6032473505037159
Balama,0.6186518902232084
Balam Creek,0.157266690527204
Balamu Creek,0.3871787212024096
Balaplay,0.26129767795283343
Balata,0.9642264186834697
Balatahun,0.0018865281529564237
Balatau,0.6641252834550234
Balawa,0.014165009218980673
Balawala Hill,0.8585567309130365
Balawala Mountains,0.08981149116278153
Bali,0.060924749139197765
Baliabli,0.6325952406408563
Baliba,0.729830078797076
Balibali Mountain,0.5237175014761432
Bali Island,0.5338441252951986
Baliken,0.8431651637054597
Bali Place,0.10222993265277425
Ballah Camp,0.8261645938171038
Ballah Camp,0.06890635742174234
Ballay,0.22971187958669192
Ballrah,0.9564058345761046
Balmbay,0.6426241200537278
Balo,0.31533905300598786
Balorplay,0.8173441386212531
Balozu,0.34106728611311943
Balpali,0.7321676428943111
Balu Creek,0.9824244444122107
Balu Creek,0.4474367485019429
Balu Town,0.28006597968948543
Bamakave,0.6984292579111072
Bamake,0.18687863656078607
Bamake Mission,0.3453268002856865
Bamakole,0.07039837924636472
Bamata,0.9369225460419683
Bamawipla,0.021630796554807263
Bamazo,0.06982044315333957
Bamba Creek,0.506723413909449
Bamballa Town A,0.006856835976591258
Bamballa Town B,0.3286779355414029
Bambli,0.052238741050031456
Bambodu,0.2624049861602554
Bambuta,0.9097132650109276
Bame Town,0.6120567133968511
Bameyea,0.6215672383611142
Bami,0.5759094122809691
Bamobli,0.19681499302629957
Bampa,0.2719657311570499
Bampa Town,0.978100742944492
Bampree,0.6845851662963651
Bamu,0.15590336571140417
Banaka,0.33039806443561504
Banama,0.31423621070645424
Banama,0.3969704421317345
Banana,0.8371409610881607
Banarma,0.6359969471220709
Bandahqueh Town,0.37807117434474535
Bandaini,0.7582973279631783
Bandajuma,0.7015099727611857
Bandakolo,0.8566884314706241
Bandarada Hill,0.6000524456563626
Bandeineen,0.2011129497970202
Bandela,0.9559868841028275
Bandila,0.24676296962332
Bando,0.5101194302171813
Bando,0.8636668761868005
Banersville,0.4751799431900279
Bangamu Village,0.891099501880289
Bange,0.01987638949722037
Banglor,0.31853013040564426
Banglorh,0.6679511848109967
Bango,0.2347376518312737
Bangoma,0.9963451240893488
Bang Town,0.3911562020287702
Bani,0.711354482813132
Bani Creek,0.39112662597485603
Banjo,0.8483589725763064
Banka,0.37658113650360736
Bankui Creek,0.743261694527662
Bannah,0.8335337073045751
Banokoita,0.11905171210316678
Bansu,0.07190928739247626
Banti,0.377108066875133
Bantohn,0.04599138045055706
Banwei,0.7462365862192939
Banyata,0.6943801419036894
Banyohn,0.5484415766018603
Baokole,0.7277573172141925
Bao Town,0.898687388301935
Bapa,0.8665001824430791
Bapabli,0.7997783286443577
Bapakwali,0.3709385535391203
Bapie,0.35481771011527075
Baple,0.2573445778078668
Bapubli,0.684506537161546
Barblozohn,0.3834805969992603
Barclay,0.5646612529644833
Barclay Farm,0.3284444950371438
Barclay Training Center,0.941780005830357
Barclayville,0.897859925106824
Barclayville,0.9661734290653246
Barclayville,0.9905473436981787
Barclayville,0.08073900465668615
Barclayville,0.9920194891206534
Barclayville,0.2987741778471229
Barcon,0.04132479400725442
Barduah,0.4424869900355093
Barduah,0.8744154891696413
Barduah,0.3634682262526657
Barekling,0.33517991267162384
Barforwin,0.029253467535457656
Barh Town,0.8648803308371021
Ba River,0.24506147691459634
Ba River,0.4196182709820516
Barkey,0.722677910762019
Barmeneh,0.33939849225043384
Barmo,0.2227367488752755
Barnesville Creek,0.17140922787773294
Barobo,0.5947722775158888
Barota,0.9675666746061057
Barrabo,0.0019905146601613133
Barraken,0.30484251104358473
Barseegiah,0.14023683644743867
Barsue,0.035241085742734546
Barwalor Quarter,0.4286607377596491
Barwonkpo New Town,0.9847229148420853
Barwonloken,0.28227258344461914
Barwu,0.267920635247322
Baryou-gar Nam Village,0.4895169915871843
Basagia,0.5446381183523481
Basai,0.8361268522089367
Basanai,0.4120852314156356
Basenga,0.19807537577667744
Bashira,0.5742262661162607
Basibli,0.5543758858876731
Basika,0.2609402799265649
Basobli,0.2684588617169883
Basome,0.9039312057258164
Bassa,0.787476506735663
Bassa,0.2268007713702317
Bassa Community,0.9612650554707675
Bassa Community,0.9074240539217366
Bassa Community,0.6627852097554755
Bassa Cove,0.6821234807493958
Bassa Hills,0.9998653710663181
Bassa Number One,0.5024467938752842
Bassa Point,0.9173095150023318
Bassa Town,0.713416140838672
Bassa Tribal,0.5259457848483955
Basu,0.9983420320427918
Baswa,0.2387231739546074
Batabli,0.21046873723481108
Bataca,0.6499049096650109
Batagizi,0.40306107218063325
Batakole,0.9891231244789351
Bata Mountain,0.506208690931353
Batato,0.2304195535505401
Batayai Creek,0.0024830637621111595
Batea Creek,0.6835186853733562
Batesu,0.8770306130256978
Batiabli,0.09060667292567437
Batim,0.008985837719213574
Batiwaliya Creek,0.24133600223949014
Bato,0.6317961449861078
Batoa,0.6418398658075728
Batou Creek,0.7238048257565273
Ba Town,0.6844841812383136
Ba Town,0.29380287082818723
Batro,0.7919253758812279
Batu,0.4907759171678927
Bau,0.5765851338805268
Baubli,0.2503605056079532
Bauh,0.9240289459992701
Baunga,0.33024733041691723
Bauni Mountain,0.9692970525695943
Bauni Mountain,0.5512391251966625
Bautlo Hill,0.3965626892319074
Bauwema,0.02448738078722068
Bavlehn,0.1452450812056043
Bawa Creek,0.8901365945214458
Bawadla,0.543968270499644
Bawebli,0.7585287411900401
Bawehn,0.6677978226774337
Bawehn,0.7478597682299659
Bawehn,0.583243035654409
Bawe Town,0.5524425993484534
Bawin,0.8080117475047793
Bawin,0.9069838054300426
Bawita,0.5530073752517191
Bawni,0.8506709241186345
Bawoima,0.28204517168271726
Bawoleta,0.3066936208726072
Bawolobo,0.3542959419128444
Bawomai,0.11917725979878246
Bawrekon,0.14697792595231374
Baya Creek,0.5011317747713085
Bayake,0.5828090546889652
Bayalu,0.3474371607698872
Bayepea,0.2898707784120239
Baylaybo,0.7273238587610709
Bayobli,0.16109802230501002
Bayobli,0.7952277439617585
Bayo Town,0.5855457380989488
Baypon Town,0.8537031256258562
Bayubli,0.4712214839852029
Bazagizia,0.7685566099733067
Bazin Section,0.9773811972319327
Baziwehn,0.0730845554513897
Bazohn,0.2868270671560629
Bazohnbli,0.8420775239398693
Bazon,0.042914539240374694
Bea,0.18357777936896236
Bea,0.3438578255616671
Beabla,0.047623634178305396
Beaden,0.5149629885883058
Beadi,0.5160238273706529
Bea Gate,0.46860741495461977
Beagona,0.9741795204218769
Beahfinnie,0.9179023635229052
Beaja,0.5381675933490739
Bea Mountain,0.025001286814575807
Bea Mountains,0.96760907700598
Beang,0.09552299659442776
Be Anna,0.9103659038477153
Beasemby,0.4373610416087237
Beawor District,0.19093629768517684
Beawu,0.15761616365466002
Beaytuo,0.6960585817268603
Beayukes,0.47267331014709124
Be Baba,0.38563709139380153
Bebeli,0.25616926552615993
Bebli,0.3296910979814819
Bebli,0.5949232677490931
Bebli,0.3511072776609654
Be Boakai,0.9500360271082348
Be Boakai,0.15517876708071654
Bebu,0.8700870997790389
Be Buakai,0.3631775675732508
Be Creek,0.969335095290452
Be Crusoe,0.9054671714320819
Be Dean,0.8422182262121273
Bede Mountain,0.7603850644579193
Bedi,0.6215603905825372
Bee Creek,0.2973913134663517
Beeplay,0.11083442943668698
Beezohn,0.1261756704798671
Be Fefe,0.5926400876168809
Be Flomo,0.7424147180717672
Be Gbogbo,0.08265867450697562
Begego,0.03935262734179379
Be Gibson,0.20106310757990464
Begobli,0.338603935327486
Begondo,0.4898740023358208
Beh,0.8435957303825773
Beh,0.9526451530986426
Beh,0.27422419292593425
Beh,0.8772833633700003
Be Hama,0.7576463880680894
Beh Creek,0.4995857045608282
Behn Town,0.36521625515951417
Be Hoff,0.5272392472986022
Behquelleh,0.38359408612962465
Behwah,0.4719112583248143
Behwan,0.0513570829590706
Behwan City,0.8576552614083016
Behwee,0.03466581740212149
Behwen,0.45694895870787056
Behyn Town,0.9068588798249622
Beibli,0.8641934173858207
Beila Creek,0.9039473882280087
Bein Creek,0.13740759734138708
Beita,0.9695553893798327
Be Jaja,0.21374286705584467
Be Johnson,0.8460789235891583
Be Kahnle,0.5624906799606609
Bekela,0.37778244386531146
Be Kena,0.9128342322548898
Belage,0.9908698816812411
Bele,0.3584898136803595
Belefanai,0.921651630165106
Belefuanai,0.4587739078319747
Belefuani,0.0915297921891991
Belegen Creek,0.034992389264123624
Belegenla,0.8030141670508627
Belekro,0.6322025901371763
Belemu,0.619254485601252
Belequah,0.8710960848404786
Belesii,0.4592237254992203
Bele Town,0.20069210171248053
Belifine,0.7515984017988617
Bella Palla Creek,0.03905960355560545
Bellefuanai,0.014750558505888023
Belleh,0.26625101905060955
Belleh Yallah,0.628224234865373
Belle Kpamu,0.4995230827091999
Belle Kpamu,0.5965103159343781
Belle Mbaloma,0.3404682951565813
Bellemu,0.3212000299734308
Bellemu,0.8058427796860497
Bellemu,0.6446471917130601
Belle National Forest,0.814152071909511
Belleyalla,0.6771832682298663
Belle Yella,0.41868713457397333
Belokehn,0.6029793609981751
Belokehn,0.15208283898590014
Bema,0.843307226567011
Be Mawi,0.03905422506576306
Be Mole,0.4395797826663509
Be Momodi,0.3751099328654214
Be Momo Saki,0.10883107426449157
Benahta,0.7139679810419426
Benama,0.6804341632224085
Be Nawan,0.07332295325687721
Benbli,0.29457444684480627
